id,cable_id,description,name,color,cost (millions),Lit,Max,coordinates,length,rfs,year,owners,url
boracay-palawan-submarine-cable-system,1781,"[{""landing_point_id"":9385,""latlon"":""12.004984,120.200706"",""name"":""Coron, Philippines""},{""landing_point_id"":7841,""latlon"":""12.362601,121.050120"",""name"":""San Jose, Philippines""},{""landing_point_id"":14655,""latlon"":""10.819633,119.500413"",""name"":""Taytay, Philippines""}]",Boracay-Palawan Submarine Cable System,#f4878f,,,,"<MultiGeometry><LineString><coordinates>120.200770333991,12.0054377622807,0 120.580066940293,11.8041018599773,0</coordinates></LineString><LineString><coordinates>119.500380205153,10.8199991092412,0 120.148621933433,11.0336322812111,0 120.580066940293,11.8041018599773,0 120.834070666605,12.2567289453679,0 121.050183794758,12.3630167304346,0</coordinates></LineString></MultiGeometry>",332 km,13-Jun,2013,Globe Telecom,
bt-highlands-and-islands-submarine-cable-system,1827,"[{""landing_point_id"":15840,""latlon"":""56.019416,-5.365787"",""name"":""Achnaba, United Kingdom""},{""landing_point_id"":15871,""latlon"":""59.350470,-2.959147"",""name"":""Aikerness , United Kingdom""},{""landing_point_id"":15874,""latlon"":""55.858577,-5.063590"",""name"":""Ardbeg Point, United Kingdom""},{""landing_point_id"":15876,""latlon"":""56.721565,-5.233658"",""name"":""Ardgour, United Kingdom""},{""landing_point_id"":15857,""latlon"":""57.934064,-5.196207"",""name"":""Ardmair, United Kingdom""},{""landing_point_id"":15842,""latlon"":""55.476546,-5.533414"",""name"":""Ardnacross, United Kingdom""},{""landing_point_id"":15845,""latlon"":""55.693049,-4.889371"",""name"":""Ardneil Bay, United Kingdom""},{""landing_point_id"":15863,""latlon"":""57.059357,-5.906460"",""name"":""Ardvasar, United Kingdom""},{""landing_point_id"":15875,""latlon"":""55.869417,-5.019986"",""name"":""Ardyne Point, United Kingdom""},{""landing_point_id"":15868,""latlon"":""57.081525,-7.312173"",""name"":""Balla, United Kingdom""},{""landing_point_id"":15870,""latlon"":""59.279767,-2.939519"",""name"":""Bay of Tuquoy, United Kingdom""},{""landing_point_id"":15841,""latlon"":""55.501936,-5.332096"",""name"":""Blackwaterfoot, United Kingdom""},{""landing_point_id"":15858,""latlon"":""58.209064,-6.310757"",""name"":""Branahuie Bay, United Kingdom""},{""landing_point_id"":15866,""latlon"":""56.582112,-6.272378"",""name"":""Calgary, United Kingdom""},{""landing_point_id"":15873,""latlon"":""57.073615,-7.302212"",""name"":""Coilleag, United Kingdom""},{""landing_point_id"":15856,""latlon"":""56.722541,-5.245377"",""name"":""Corran, United Kingdom""},{""landing_point_id"":15844,""latlon"":""55.643635,-5.141422"",""name"":""Corrie, United Kingdom""},{""landing_point_id"":15850,""latlon"":""55.833674,-5.953824"",""name"":""Craighouse, United Kingdom""},{""landing_point_id"":15843,""latlon"":""55.780159,-4.900455"",""name"":""Down Craig, United Kingdom""},{""landing_point_id"":15854,""latlon"":""56.455842,-5.669351"",""name"":""Duart Bay, United Kingdom""},{""landing_point_id"":15861,""latlon"":""57.436310,-6.581655"",""name"":""Dunvegan, United Kingdom""},{""landing_point_id"":15847,""latlon"":""55.846760,-6.089908"",""name"":""Feolin Ferry, United Kingdom""},{""landing_point_id"":15855,""latlon"":""56.437776,-5.475797"",""name"":""Ganavan Bay, United Kingdom""},{""landing_point_id"":15849,""latlon"":""55.565510,-5.697574"",""name"":""Glenbarr, United Kingdom""},{""landing_point_id"":15838,""latlon"":""55.751839,-5.028092"",""name"":""Kilchatten Bay, United Kingdom""},{""landing_point_id"":15852,""latlon"":""56.688557,-6.093960"",""name"":""Kilchoan Ferry, United Kingdom""},{""landing_point_id"":15837,""latlon"":""55.793342,-4.867301"",""name"":""Largs, United Kingdom""},{""landing_point_id"":15848,""latlon"":""55.636116,-6.125406"",""name"":""Lavagulin, United Kingdom""},{""landing_point_id"":15859,""latlon"":""57.769416,-7.008364"",""name"":""Leverburgh, United Kingdom""},{""landing_point_id"":15860,""latlon"":""57.603693,-7.163345"",""name"":""Lochmaddy, United Kingdom""},{""landing_point_id"":15867,""latlon"":""57.105549,-7.328139"",""name"":""Ludag, United Kingdom""},{""landing_point_id"":15864,""latlon"":""57.008479,-5.820425"",""name"":""Mallaigvaig, United Kingdom""},{""landing_point_id"":15869,""latlon"":""57.025275,-7.449477"",""name"":""North Bay, United Kingdom""},{""landing_point_id"":15851,""latlon"":""55.891682,-5.614566"",""name"":""Ormsary, United Kingdom""},{""landing_point_id"":15839,""latlon"":""56.008284,-5.321207"",""name"":""Otter Ferry, United Kingdom""},{""landing_point_id"":15846,""latlon"":""55.847737,-6.106314"",""name"":""Port Askaig, United Kingdom""},{""landing_point_id"":15872,""latlon"":""55.742756,-4.943863"",""name"":""Portachur Point, United Kingdom""},{""landing_point_id"":15862,""latlon"":""57.366681,-7.274136"",""name"":""Sandwick Village, United Kingdom""},{""landing_point_id"":15865,""latlon"":""56.503791,-6.808511"",""name"":""Scarinish, United Kingdom""},{""landing_point_id"":15853,""latlon"":""56.621858,-6.070279"",""name"":""Tobermory, United Kingdom""}]",BT Highlands and Islands Submarine Cable System,#548f51,,,,"<MultiGeometry><LineString><coordinates>-2.93952329164519,59.2797676146294,0 -2.95915218398992,59.3504592701561,0</coordinates></LineString><LineString><coordinates>-5.02809603083067,55.751841576757,0 -4.94386757487392,55.7427723231222,0</coordinates></LineString><LineString><coordinates>-4.86730512911147,55.7933408452268,0 -4.90045940249968,55.7801625436434,0</coordinates></LineString><LineString><coordinates>-5.14142602867164,55.6435602231481,0 -4.88937542597666,55.6930463809845,0</coordinates></LineString><LineString><coordinates>-5.01999056782265,55.8694131546906,0 -5.06359405255855,55.8585900246076,0</coordinates></LineString><LineString><coordinates>-5.36579110410432,56.0194198007718,0 -5.32121105756025,56.0082836308289,0</coordinates></LineString><LineString><coordinates>-5.5334179384809,55.4765489954763,0 -5.33209972172161,55.5019446260149,0</coordinates></LineString><LineString><coordinates>-6.12540970660837,55.6361194986376,0 -5.69757797843838,55.5655001545679,0</coordinates></LineString><LineString><coordinates>-6.08991168488052,55.8467496295192,0 -6.10631792325818,55.8477364669026,0</coordinates></LineString><LineString><coordinates>-5.61457022474187,55.8916801327481,0 -5.85822239588636,55.8336716687376,0 -5.95382779690859,55.8336716687376,0</coordinates></LineString></MultiGeometry>",402 km,14-Dec,2014,BT,
bt-highlands-and-islands-submarine-cable-system,1827,"[{""landing_point_id"":15840,""latlon"":""56.019416,-5.365787"",""name"":""Achnaba, United Kingdom""},{""landing_point_id"":15871,""latlon"":""59.350470,-2.959147"",""name"":""Aikerness , United Kingdom""},{""landing_point_id"":15874,""latlon"":""55.858577,-5.063590"",""name"":""Ardbeg Point, United Kingdom""},{""landing_point_id"":15876,""latlon"":""56.721565,-5.233658"",""name"":""Ardgour, United Kingdom""},{""landing_point_id"":15857,""latlon"":""57.934064,-5.196207"",""name"":""Ardmair, United Kingdom""},{""landing_point_id"":15842,""latlon"":""55.476546,-5.533414"",""name"":""Ardnacross, United Kingdom""},{""landing_point_id"":15845,""latlon"":""55.693049,-4.889371"",""name"":""Ardneil Bay, United Kingdom""},{""landing_point_id"":15863,""latlon"":""57.059357,-5.906460"",""name"":""Ardvasar, United Kingdom""},{""landing_point_id"":15875,""latlon"":""55.869417,-5.019986"",""name"":""Ardyne Point, United Kingdom""},{""landing_point_id"":15868,""latlon"":""57.081525,-7.312173"",""name"":""Balla, United Kingdom""},{""landing_point_id"":15870,""latlon"":""59.279767,-2.939519"",""name"":""Bay of Tuquoy, United Kingdom""},{""landing_point_id"":15841,""latlon"":""55.501936,-5.332096"",""name"":""Blackwaterfoot, United Kingdom""},{""landing_point_id"":15858,""latlon"":""58.209064,-6.310757"",""name"":""Branahuie Bay, United Kingdom""},{""landing_point_id"":15866,""latlon"":""56.582112,-6.272378"",""name"":""Calgary, United Kingdom""},{""landing_point_id"":15873,""latlon"":""57.073615,-7.302212"",""name"":""Coilleag, United Kingdom""},{""landing_point_id"":15856,""latlon"":""56.722541,-5.245377"",""name"":""Corran, United Kingdom""},{""landing_point_id"":15844,""latlon"":""55.643635,-5.141422"",""name"":""Corrie, United Kingdom""},{""landing_point_id"":15850,""latlon"":""55.833674,-5.953824"",""name"":""Craighouse, United Kingdom""},{""landing_point_id"":15843,""latlon"":""55.780159,-4.900455"",""name"":""Down Craig, United Kingdom""},{""landing_point_id"":15854,""latlon"":""56.455842,-5.669351"",""name"":""Duart Bay, United Kingdom""},{""landing_point_id"":15861,""latlon"":""57.436310,-6.581655"",""name"":""Dunvegan, United Kingdom""},{""landing_point_id"":15847,""latlon"":""55.846760,-6.089908"",""name"":""Feolin Ferry, United Kingdom""},{""landing_point_id"":15855,""latlon"":""56.437776,-5.475797"",""name"":""Ganavan Bay, United Kingdom""},{""landing_point_id"":15849,""latlon"":""55.565510,-5.697574"",""name"":""Glenbarr, United Kingdom""},{""landing_point_id"":15838,""latlon"":""55.751839,-5.028092"",""name"":""Kilchatten Bay, United Kingdom""},{""landing_point_id"":15852,""latlon"":""56.688557,-6.093960"",""name"":""Kilchoan Ferry, United Kingdom""},{""landing_point_id"":15837,""latlon"":""55.793342,-4.867301"",""name"":""Largs, United Kingdom""},{""landing_point_id"":15848,""latlon"":""55.636116,-6.125406"",""name"":""Lavagulin, United Kingdom""},{""landing_point_id"":15859,""latlon"":""57.769416,-7.008364"",""name"":""Leverburgh, United Kingdom""},{""landing_point_id"":15860,""latlon"":""57.603693,-7.163345"",""name"":""Lochmaddy, United Kingdom""},{""landing_point_id"":15867,""latlon"":""57.105549,-7.328139"",""name"":""Ludag, United Kingdom""},{""landing_point_id"":15864,""latlon"":""57.008479,-5.820425"",""name"":""Mallaigvaig, United Kingdom""},{""landing_point_id"":15869,""latlon"":""57.025275,-7.449477"",""name"":""North Bay, United Kingdom""},{""landing_point_id"":15851,""latlon"":""55.891682,-5.614566"",""name"":""Ormsary, United Kingdom""},{""landing_point_id"":15839,""latlon"":""56.008284,-5.321207"",""name"":""Otter Ferry, United Kingdom""},{""landing_point_id"":15846,""latlon"":""55.847737,-6.106314"",""name"":""Port Askaig, United Kingdom""},{""landing_point_id"":15872,""latlon"":""55.742756,-4.943863"",""name"":""Portachur Point, United Kingdom""},{""landing_point_id"":15862,""latlon"":""57.366681,-7.274136"",""name"":""Sandwick Village, United Kingdom""},{""landing_point_id"":15865,""latlon"":""56.503791,-6.808511"",""name"":""Scarinish, United Kingdom""},{""landing_point_id"":15853,""latlon"":""56.621858,-6.070279"",""name"":""Tobermory, United Kingdom""}]",BT Highlands and Islands Submarine Cable System,#548f51,,,,"<MultiGeometry><LineString><coordinates>-5.66935534218157,56.4558454687294,0 -5.47580079179742,56.4377636293663,0</coordinates></LineString><LineString><coordinates>-6.09396441638453,56.6885720637146,0 -6.07028279253579,56.621848763444,0</coordinates></LineString><LineString><coordinates>-6.80851469144041,56.5037881116631,0 -6.71593663202354,56.4660970168528,0 -6.35617126188474,56.5821238078929,0 -6.27238225874165,56.5821238078929,0</coordinates></LineString><LineString><coordinates>-5.24538103315393,56.7225324512913,0 -5.23366229145559,56.7215679382904,0</coordinates></LineString><LineString><coordinates>-5.90646454921119,57.0592057282277,0 -5.82042945390923,57.0084845823962,0</coordinates></LineString><LineString><coordinates>-7.32814322958066,57.1055354543693,0 -7.31217644401669,57.0815287022938,0 -7.30221551357309,57.0736203141696,0 -7.33117057118606,57.0252841628677,0 -7.44948103424884,57.0252841628677,0</coordinates></LineString><LineString><coordinates>-7.27413936158753,57.3666894804344,0 -7.03820202872773,57.3666894804344,0 -6.7929873586901,57.5448325467121,0 -6.69288977335016,57.5448325467121,0 -6.58165938339683,57.4363216163598,0</coordinates></LineString><LineString><coordinates>-7.0083680654874,57.7694049842161,0 -6.91461813190072,57.6789543871676,0 -7.02233289934457,57.5856864326998,0 -7.16334842444786,57.5993727014559,0</coordinates></LineString><LineString><coordinates>-6.31076113780369,58.2090682200463,0 -6.11906205485512,58.136376002063,0 -5.47506837044129,57.9769548268544,0 -5.19621114611134,57.9340786044435,0</coordinates></LineString></MultiGeometry>",402 km,14-Dec,2014,BT,
bugio,1443,"[{""landing_point_id"":5936,""latlon"":""38.690128,-9.331557"",""name"":""Carcavalos, Portugal""},{""landing_point_id"":5934,""latlon"":""38.442667,-9.102748"",""name"":""Sesimbra, Portugal""}]",BUGIO,#565da6,,,,"<MultiGeometry><LineString><coordinates>-9.33155977909159,38.6901628260681,0 -9.43151088016028,38.6120665365362,0 -9.3527511703294,38.4426934987177,0 -9.20270244850034,38.3647108787688,0 -9.10275134743162,38.4430759341506,0</coordinates></LineString></MultiGeometry>",73 km,Jul-96,1996,Portugal Telecom,
cameroon-brazil-cable-system-cbcs,1856,"[{""landing_point_id"":3347,""latlon"":""-3.718836,-38.542968"",""name"":""Fortaleza, Brazil""},{""landing_point_id"":10095,""latlon"":""2.932918,9.910427"",""name"":""Kribi, Cameroon""}]",Cameroon-Brazil Cable System (CBCS),#9ea0a2,,,,"<MultiGeometry><LineString><coordinates>-38.5429648667082,-3.7187365325791,0 -34.0159172924611,-2.93910386956444,0 -10.1684732487142,2.52528834044797,0 4.6172584644347,2.52528834044797,0 8.82672813865691,2.52528834044797,0 9.91022346484863,2.93312484560912,0</coordinates></LineString></MultiGeometry>","5,900 km",Q4 2017,2017,"Camtel,  China Unicom",
cam-ring,1800,"[{""landing_point_id"":5935,""latlon"":""32.646869,-16.908945"",""name"":""Funchal, Portugal""},{""landing_point_id"":5945,""latlon"":""37.739249,-25.668756"",""name"":""Ponta Delgada, Portugal""},{""landing_point_id"":7784,""latlon"":""33.047357,-16.347666"",""name"":""Porto Santo, Madeira, Portugal""}]",CAM Ring,#0982c5,,,,"<MultiGeometry><LineString><coordinates>-16.908898161234,32.6472769656378,0 -16.900206761141,32.5629543442171,0 -16.900206761141,32.3423544841327,0 -15.9316527597738,31.8163453417854,0 -13.9114393471619,31.5083007177557,0</coordinates></LineString><LineString><coordinates>-16.3476680900646,33.0473163016369,0 -16.4771601858312,32.770204259584,0 -16.6592889630595,32.6124880796761,0 -16.8588981966544,32.5629543442171,0 -16.908898161234,32.6472769656378,0 -17.1251089455682,32.4640519933611,0 -25.6687064088286,36.962850383978,0 -25.6687064088286,37.7396028964395,0</coordinates></LineString></MultiGeometry>","1,120 km",2003,2003,Portugal Telecom,
caribbean-bermuda-u-s-cbus,1634,"[{""landing_point_id"":5793,""latlon"":""32.312201,-64.769518"",""name"":""St. David’s, Bermuda""},{""landing_point_id"":9589,""latlon"":""18.414747,-64.597253"",""name"":""Tortola, Virgin Islands (U.K.)""}]",Caribbean-Bermuda U.S. (CBUS),#6c70b5,,,,"<MultiGeometry><LineString><coordinates>-64.801637671068,32.2586542903166,0 -64.5971456284321,18.41441122627,0</coordinates></LineString></MultiGeometry>","1,600 km",9-Oct,2009,C&W Networks,http://www.cwnetworks.com/
caucasus-cable-system,1563,"[{""landing_point_id"":9594,""latlon"":""43.414344,28.167449"",""name"":""Balchik, Bulgaria""},{""landing_point_id"":5530,""latlon"":""42.150771,41.667638"",""name"":""Poti, Georgia""}]",Caucasus Cable System,#38bced,,,,"<MultiGeometry><LineString><coordinates>41.6675251864282,42.146753114368,0 28.1674370937672,43.4146245749408,0</coordinates></LineString></MultiGeometry>","1,200 km",8-Nov,2008,Caucasus Online,http://www.co.ge/en/
cayman-jamaica-fiber-system,1068,"[{""landing_point_id"":6048,""latlon"":""19.690332,-79.877665"",""name"":""Cayman Brac, Cayman Islands""},{""landing_point_id"":5799,""latlon"":""19.282911,-81.166776"",""name"":""Half Moon Bay, Cayman Islands""},{""landing_point_id"":3272,""latlon"":""17.992189,-76.792169"",""name"":""Kingston, Jamaica""}]",Cayman-Jamaica Fiber System,#f89635,,,,"<MultiGeometry><LineString><coordinates>-76.7920588644411,17.9924069904743,0 -78.5111006154058,17.4396551943895,0 -79.8776523817027,19.69042510295,0 -79.985660117689,19.2806538163829,0 -80.8426907605605,18.974981724144,0 -81.1667627966098,19.2829582724089,0</coordinates></LineString></MultiGeometry>",870 km,Jun-97,1997,C&W Networks,
celtic,1054,"[{""landing_point_id"":5863,""latlon"":""52.174594,-6.584097"",""name"":""Kilmore Quay, Ireland""},{""landing_point_id"":5742,""latlon"":""50.076060,-5.698746"",""name"":""Sennen Cove, United Kingdom""}]",Celtic,#38bced,,,,"<MultiGeometry><LineString><coordinates>-6.59650312288139,52.1792855875727,0 -6.13922805619432,50.6517619808721,0 -5.70534164481352,50.083303251429,0</coordinates></LineString></MultiGeometry>",275 km,Aug-94,1994,"BT,  eircom,  Orange",
challenger-bermuda-1-cb-1,1596,"[{""landing_point_id"":3580,""latlon"":""41.411904,-71.645882"",""name"":""Charlestown, Rhode Island, United States""},{""landing_point_id"":9069,""latlon"":""32.280561,-64.788708"",""name"":""Paget, Bermuda""}]",Challenger Bermuda-1 (CB-1),#f89635,,,,"<MultiGeometry><LineString><coordinates>-71.6459687599796,41.4121207451839,0 -70.8353248029974,40.675011123861,0 -64.9793719201594,33.7212602209636,0 -64.801637671068,32.2586542903166,0</coordinates></LineString></MultiGeometry>","1,448 km",8-Dec,2008,Cable Co.,http://cableco.bm
